3847810.605,10,24.67,0.061,98.709,24.532,0.118,987.386,24.587,0.113,9232.67,24.447,0.171,96862.5,24.192,0.495,962973,23.652,3.776
3847810.651,10,24.711,0.123,98.709,24.653,0.125,987.386,24.655,0.097,9232.67,24.495,0.172,96862.5,24.224,0.495,962973,23.68,3.778
3847810.697,10,24.719,0.113,98.709,24.559,0.119,987.386,24.613,0.107,9232.67,24.475,0.171,96862.5,24.22,0.496,962973,23.683,3.779
3847810.744,10,24.687,0.095,98.709,24.563,0.119,987.386,24.616,0.107,9232.67,24.484,0.172,96862.5,24.229,0.496,962973,23.693,3.781
3847810.79,10,24.726,0.057,98.709,24.574,0.118,987.386,24.633,0.111,9232.67,24.493,0.172,96862.5,24.238,0.495,962973,23.703,3.782
3847810.837,10,24.767,0.112,98.709,24.588,0.117,987.386,24.651,0.116,9232.67,24.501,0.171,96862.5,24.247,0.498,962973,23.711,3.784
3847810.883,10,24.76,0.08,98.709,24.6,0.117,987.386,24.647,0.112,9232.67,24.51,0.171,96862.5,24.255,0.496,962973,23.718,3.784
3847810.93,10,24.746,0.108,98.709,24.604,0.122,987.386,24.65,0.116,9232.67,24.516,0.172,96862.5,24.262,0.496,962973,23.727,3.785
3847810.976,10,24.8,0.103,98.709,24.613,0.116,987.386,24.665,0.109,9232.67,24.525,0.173,96862.5,24.27,0.495,962973,23.733,3.786
3847811.023,10,24.781,0.142,98.709,24.622,0.118,987.386,24.683,0.11,9232.67,24.532,0.172,96862.5,24.278,0.497,962973,23.74,3.787
3847811.069,10,24.788,0.091,98.709,24.627,0.118,987.386,24.682,0.129,9232.67,24.54,0.173,96862.5,24.282,0.497,962973,23.748,3.788
3847811.116,10,24.778,0.07,98.709,24.634,0.117,987.386,24.694,0.114,9232.67,24.548,0.173,96862.5,24.289,0.495,962973,23.755,3.789
3847811.162,10,24.804,0.16,98.709,24.641,0.12,987.386,24.707,0.113,9232.67,24.556,0.173,96862.5,24.3,0.498,962973,23.762,3.79
3847811.209,10,24.785,0.126,98.709,24.651,0.122,987.386,24.703,0.104,9232.67,24.564,0.173,96862.5,24.304,0.494,962973,23.769,3.791
3847811.255,10,24.803,0.102,98.709,24.663,0.121,987.386,24.721,0.113,9232.67,24.571,0.174,96862.5,24.312,0.498,962973,23.775,3.792
3847811.302,10,24.855,0.109,98.709,24.667,0.12,987.386,24.727,0.115,9232.67,24.578,0.174,96862.5,24.319,0.498,962973,23.783,3.794
3847811.348,10,24.877,0.108,98.709,24.68,0.119,987.386,24.732,0.113,9232.67,24.586,0.174,96862.5,24.325,0.495,962973,23.789,3.795
3847811.395,10,24.819,0.109,98.709,24.685,0.126,987.386,24.753,0.111,9232.67,24.593,0.175,96862.5,24.333,0.499,962973,23.797,3.796
3847811.441,10,24.841,0.137,98.709,24.695,0.123,987.386,24.747,0.111,9232.67,24.601,0.174,96862.5,24.342,0.499,962973,23.803,3.798
3847811.488,10,24.871,0.122,98.709,24.696,0.127,987.386,24.761,0.114,9232.67,24.608,0.175,96862.5,24.349,0.497,962973,23.81,3.799
3847811.534,10,24.869,0.087,98.709,24.713,0.124,987.386,24.758,0.116,9232.67,24.616,0.175,96862.5,24.355,0.5,962973,23.816,3.799
3847811.581,10,24.914,0.106,98.709,24.714,0.121,987.386,24.769,0.12,9232.67,24.624,0.175,96862.5,24.363,0.5,962973,23.826,3.801
3847811.627,10,24.879,0.091,98.709,24.727,0.125,987.386,24.776,0.113,9232.67,24.634,0.176,96862.5,24.371,0.503,962973,23.833,3.803
3847811.674,10,24.907,0.109,98.709,24.736,0.122,987.386,24.777,0.12,9232.67,24.643,0.177,96862.5,24.378,0.503,962973,23.84,3.804
3847811.72,10,24.901,0.094,98.709,24.748,0.122,987.386,24.805,0.106,9232.67,24.652,0.177,96862.5,24.386,0.499,962973,23.849,3.805
3847811.767,10,24.909,0.109,98.709,24.762,0.126,987.386,24.809,0.11,9232.67,24.661,0.177,96862.5,24.396,0.501,962973,23.856,3.807
3847811.813,10,24.951,0.114,98.709,24.77,0.127,987.386,24.806,0.123,9232.67,24.67,0.178,96862.5,24.405,0.503,962973,23.866,3.808
3847811.859,10,24.925,0.121,98.709,24.781,0.127,987.386,24.818,0.114,9232.67,24.68,0.178,96862.5,24.419,0.501,962973,23.873,3.81
3847811.906,10,24.957,0.102,98.709,24.795,0.124,987.386,24.845,0.119,9232.67,24.691,0.179,96862.5,24.424,0.505,962973,23.882,3.812
3847811.953,10,24.97,0.135,98.709,24.798,0.129,987.386,24.844,0.126,9232.67,24.7,0.178,96862.5,24.433,0.503,962973,23.89,3.813
3847811.999,10,24.939,0.095,98.709,24.816,0.125,987.386,24.865,0.105,9232.67,24.709,0.179,96862.5,24.443,0.505,962973,23.899,3.815
3847812.045,10,24.985,0.132,98.709,24.824,0.125,987.386,24.872,0.123,9232.67,24.72,0.181,96862.5,24.45,0.508,962973,23.908,3.817
3847812.092,10,24.998,0.093,98.709,24.837,0.13,987.386,24.895,0.128,9232.67,24.73,0.18,96862.5,24.461,0.507,962973,23.916,3.819
3847812.138,10,25.018,0.078,98.709,24.85,0.125,987.386,24.891,0.116,9232.67,24.741,0.182,96862.5,24.469,0.508,962973,23.924,3.821
3847812.185,10,25.038,0.128,98.709,24.864,0.128,987.386,24.901,0.135,9232.67,24.752,0.182,96862.5,24.479,0.507,962973,23.934,3.823
3847812.231,10,25.047,0.133,98.709,24.875,0.13,987.386,24.927,0.108,9232.67,24.763,0.182,96862.5,24.489,0.508,962973,23.943,3.824
3847812.278,10,25.1,0.098,98.709,24.888,0.13,987.386,24.942,0.12,9232.67,24.775,0.183,96862.5,24.5,0.51,962973,23.953,3.827
3847812.324,10,25.064,0.131,98.709,24.896,0.127,987.386,24.952,0.121,9232.67,24.785,0.184,96862.5,24.512,0.51,962973,23.962,3.829
3847812.371,10,25.087,0.095,98.709,24.913,0.133,987.386,24.959,0.121,9232.67,24.798,0.185,96862.5,24.521,0.509,962973,23.972,3.832
3847812.417,10,25.134,0.103,98.709,24.93,0.133,987.386,24.978,0.113,9232.67,24.81,0.186,96862.5,24.535,0.514,962973,23.982,3.834
3847812.464,10,25.07,0.106,98.709,24.943,0.134,987.386,24.978,0.125,9232.67,24.822,0.187,96862.5,24.545,0.513,962973,23.991,3.837
3847812.51,10,25.147,0.1,98.709,24.956,0.137,987.386,25.009,0.116,9232.67,24.835,0.187,96862.5,24.556,0.511,962973,24.002,3.839
3847812.557,10,25.143,0.059,98.709,24.976,0.134,987.386,25.005,0.12,9232.67,24.849,0.188,96862.5,24.569,0.515,962973,24.014,3.842
3847812.603,10,25.164,0.132,98.709,24.991,0.137,987.386,25.036,0.131,9232.67,24.863,0.189,96862.5,24.581,0.517,962973,24.025,3.845
